data_prevista;data_entrega;valor_frete;UF_origem;UF_destino;transportadora;tipo_veiculo;status_entrega;dias_atraso
2025-04-20;2025-04-23;1232.94;MG;SC;CargaJá;Carreta;entregue;3
2025-04-08;2025-04-08;1492.97;SP;RJ;LogMais;VUC;entregue;0
2025-03-11;2025-03-10;2791.58;MG;BA;LogMais;3/4;adiantada;-1
2025-04-06;2025-04-06;1863.41;PR;SP;LogMais;3/4;entregue;0
2025-04-22;2025-04-22;1350.82;SC;MT;TransRápido;VUC;entregue;0
2025-04-15;2025-04-18;3086.57;ES;BA;FreteCerto;Truck;entregue;3
2025-03-08;2025-03-08;2906.44;PR;ES;CargaJá;VUC;entregue;0
2025-04-01;2025-04-04;1422.77;MS;MG;CargaJá;3/4;entregue;3
2025-04-15;2025-04-17;2235.98;BA;MG;FreteCerto;Truck;entregue;2
2025-03-05;2025-03-06;3770.02;RS;RJ;CargaJá;3/4;entregue;1
2025-03-21;2025-03-21;3335.28;SC;MS;FreteCerto;Carreta;entregue;0
2025-04-21;2025-04-22;2145.1;SC;GO;LogMais;3/4;entregue;1
2025-04-19;2025-04-22;918.04;GO;RS;FreteCerto;Truck;entregue;3
2025-03-31;2025-04-01;3893.3;PE;RS;LogMais;3/4;entregue;1
2025-04-05;2025-04-05;2748.13;PE;MG;LogMais;3/4;entregue;0
2025-04-15;2025-04-18;3617.2;BA;MT;LogMais;Carreta;entregue;3
2025-03-06;2025-03-07;2492.51;RJ;SC;LogMais;VUC;entregue;1
2025-03-29;2025-03-31;1734.92;RJ;PR;FreteCerto;Carreta;entregue;2
2025-02-24;2025-02-24;3047.53;BA;MG;LogMais;3/4;entregue;0
2025-03-11;2025-03-14;3524.15;ES;SP;LogMais;3/4;entregue;3
2025-04-15;2025-04-15;3128.03;ES;MG;CargaJá;3/4;entregue;0
2025-04-08;2025-04-08;2327.74;ES;PE;LogMais;Carreta;entregue;0
2025-03-02;2025-03-05;2873.96;MT;MG;FreteCerto;3/4;entregue;3
2025-04-09;2025-04-08;3922.04;ES;PE;FreteCerto;3/4;adiantada;-1
2025-03-18;2025-03-17;2808.24;SC;RJ;FreteCerto;Truck;adiantada;-1
2025-03-01;2025-03-01;2425.36;SP;GO;CargaJá;3/4;entregue;0
2025-03-29;2025-03-29;1231.29;SC;RJ;TransRápido;Carreta;entregue;0
2025-04-02;2025-04-02;1405.88;ES;RS;CargaJá;VUC;entregue;0
2025-04-10;2025-04-10;2068.54;SP;MS;FreteCerto;3/4;entregue;0
2025-03-27;2025-03-28;1995.31;MT;ES;LogMais;Carreta;entregue;1
2025-03-04;2025-03-04;840.8;ES;BA;FreteCerto;Carreta;entregue;0
2025-03-03;2025-03-06;861.91;BA;SP;TransRápido;Carreta;entregue;3
2025-04-22;2025-04-24;2169.5;MG;GO;CargaJá;Carreta;entregue;2
2025-04-20;2025-04-22;1414.2;RS;MS;FreteCerto;Truck;entregue;2
2025-04-15;2025-04-14;3296.0;ES;SP;TransRápido;Carreta;adiantada;-1
2025-03-23;2025-03-23;1317.59;MS;BA;TransRápido;VUC;entregue;0
2025-02-25;2025-02-28;1573.01;RJ;MG;LogMais;VUC;entregue;3
2025-04-21;2025-04-21;1865.99;SC;PR;FreteCerto;VUC;entregue;0
2025-04-11;2025-04-10;1231.08;RJ;PE;CargaJá;3/4;adiantada;-1
2025-03-10;2025-03-13;2362.1;MT;SP;CargaJá;Carreta;entregue;3
2025-03-28;2025-03-30;2234.44;MS;RJ;LogMais;3/4;entregue;2
2025-04-03;2025-04-05;3303.81;ES;BA;TransRápido;3/4;entregue;2
2025-03-10;2025-03-12;1829.99;RJ;RS;LogMais;Truck;entregue;2
2025-02-28;2025-02-28;3992.52;PR;SC;CargaJá;3/4;entregue;0
2025-04-24;2025-04-24;1438.22;MT;SC;FreteCerto;Truck;entregue;0
2025-03-23;2025-03-26;3438.27;RJ;MG;LogMais;Carreta;entregue;3
2025-03-04;2025-03-05;3617.19;PR;RS;LogMais;3/4;entregue;1
2025-04-02;2025-04-02;3221.7;MT;PR;CargaJá;3/4;entregue;0
2025-02-27;2025-02-28;3516.44;MT;RJ;LogMais;3/4;entregue;1
2025-03-23;2025-03-23;2363.78;RS;GO;FreteCerto;3/4;entregue;0
2025-03-07;2025-03-07;1259.54;MG;MT;FreteCerto;VUC;entregue;0
2025-04-10;2025-04-13;1901.23;SP;MS;FreteCerto;VUC;entregue;3
2025-02-24;2025-02-25;1064.04;SC;MS;FreteCerto;VUC;entregue;1
2025-04-16;2025-04-18;3209.91;MT;ES;TransRápido;VUC;entregue;2
2025-04-01;2025-04-02;3023.54;BA;RJ;CargaJá;VUC;entregue;1
2025-03-05;2025-03-06;1330.05;MG;SC;TransRápido;3/4;entregue;1
2025-03-02;2025-03-04;1147.19;GO;ES;LogMais;3/4;entregue;2
2025-04-15;2025-04-16;977.88;SC;PE;LogMais;Carreta;entregue;1
2025-03-11;2025-03-11;3274.96;PE;MT;FreteCerto;3/4;entregue;0
2025-02-28;2025-02-28;2215.36;MT;MS;LogMais;Carreta;entregue;0
2025-03-10;2025-03-11;2292.87;ES;BA;CargaJá;VUC;entregue;1
2025-03-31;2025-03-31;2623.25;PE;MG;FreteCerto;VUC;entregue;0
2025-04-14;2025-04-16;864.47;SP;BA;LogMais;3/4;entregue;2
2025-03-26;2025-03-26;1076.41;GO;MT;TransRápido;3/4;entregue;0
2025-03-23;2025-03-26;3932.43;BA;RJ;LogMais;Truck;entregue;3
2025-04-04;2025-04-05;2165.79;GO;SP;FreteCerto;Truck;entregue;1
2025-03-05;2025-03-05;1583.9;GO;RS;CargaJá;Carreta;entregue;0
2025-03-23;2025-03-22;3678.05;MS;GO;FreteCerto;3/4;adiantada;-1
2025-04-21;2025-04-22;3509.1;MT;SC;LogMais;Truck;entregue;1
2025-04-21;2025-04-23;1292.03;RJ;MG;TransRápido;VUC;entregue;2
2025-04-12;2025-04-12;1341.27;PR;GO;LogMais;VUC;entregue;0
2025-04-17;2025-04-17;921.87;GO;MG;FreteCerto;3/4;entregue;0
2025-04-13;2025-04-14;3461.26;GO;PE;FreteCerto;Carreta;entregue;1
2025-03-22;2025-03-22;983.75;GO;PE;FreteCerto;Truck;entregue;0
2025-03-05;2025-03-05;3340.34;RJ;GO;TransRápido;Truck;entregue;0
2025-04-21;2025-04-20;1287.49;PR;PE;TransRápido;VUC;adiantada;-1
2025-04-10;2025-04-11;2426.7;SC;MG;TransRápido;3/4;entregue;1
2025-04-09;2025-04-09;2283.23;SP;BA;LogMais;3/4;entregue;0
2025-04-17;2025-04-16;1649.83;SC;PE;TransRápido;Carreta;adiantada;-1
2025-04-08;2025-04-08;2862.29;GO;MG;TransRápido;Carreta;entregue;0
2025-03-08;2025-03-08;1398.23;MS;SP;TransRápido;Carreta;entregue;0
2025-04-19;2025-04-19;884.16;MG;RJ;FreteCerto;Carreta;entregue;0
2025-03-18;2025-03-18;1183.46;SP;MT;TransRápido;3/4;entregue;0
2025-04-24;2025-04-27;1790.94;GO;PE;LogMais;Carreta;entregue;3
2025-04-18;2025-04-19;3486.76;MG;ES;FreteCerto;Carreta;entregue;1
2025-04-16;2025-04-18;3371.91;MG;RJ;CargaJá;3/4;entregue;2
2025-04-03;2025-04-06;1565.87;ES;RJ;FreteCerto;Carreta;entregue;3
2025-04-12;2025-04-12;3812.61;SC;SP;LogMais;3/4;entregue;0
2025-03-30;2025-03-29;1355.83;ES;MS;FreteCerto;Carreta;adiantada;-1
2025-03-30;2025-03-29;3926.64;GO;BA;CargaJá;VUC;adiantada;-1
2025-03-11;2025-03-14;2734.56;MT;BA;CargaJá;VUC;entregue;3
2025-04-13;2025-04-15;1587.74;MT;SP;FreteCerto;Truck;entregue;2
2025-03-06;2025-03-06;1834.89;MT;MG;FreteCerto;3/4;entregue;0
2025-03-08;2025-03-07;863.43;ES;MG;FreteCerto;VUC;adiantada;-1
2025-03-26;2025-03-26;2589.28;MG;SP;FreteCerto;3/4;entregue;0
2025-02-25;2025-02-26;2245.44;RS;ES;LogMais;Carreta;entregue;1
2025-04-22;2025-04-22;1701.16;SP;SC;TransRápido;VUC;entregue;0
2025-04-22;2025-04-25;1105.44;BA;ES;FreteCerto;VUC;entregue;3
2025-03-27;2025-03-27;1587.09;MS;SP;CargaJá;3/4;entregue;0
2025-03-01;2025-03-01;1580.09;SP;PR;LogMais;VUC;entregue;0
2025-04-18;2025-04-18;3952.61;MT;SP;TransRápido;VUC;entregue;0
2025-03-05;2025-03-08;1397.06;ES;SC;LogMais;VUC;entregue;3
2025-04-13;2025-04-12;837.22;BA;SP;TransRápido;Truck;adiantada;-1
2025-03-30;2025-04-02;1187.19;PE;ES;CargaJá;Carreta;entregue;3
2025-03-21;2025-03-20;897.68;PE;SP;CargaJá;3/4;adiantada;-1
2025-04-23;2025-04-24;3517.26;PE;ES;TransRápido;VUC;entregue;1
2025-04-18;2025-04-18;1862.45;MT;RS;CargaJá;3/4;entregue;0
2025-03-27;2025-03-26;1980.41;BA;MS;CargaJá;VUC;adiantada;-1
2025-03-11;2025-03-10;2817.83;MS;MG;TransRápido;VUC;adiantada;-1
2025-03-20;2025-03-20;3976.7;GO;PR;FreteCerto;Carreta;entregue;0
2025-04-07;2025-04-07;2299.31;GO;PR;LogMais;Carreta;entregue;0
2025-03-03;2025-03-03;2750.23;SP;MT;LogMais;Truck;entregue;0
2025-04-02;2025-04-02;2933.24;BA;RJ;CargaJá;Truck;entregue;0
2025-03-01;2025-02-28;3989.88;PE;GO;FreteCerto;Carreta;adiantada;-1
2025-04-14;2025-04-14;2308.11;ES;RJ;LogMais;Truck;entregue;0
2025-03-09;2025-03-10;3037.01;RS;RJ;TransRápido;Truck;entregue;1
2025-04-06;2025-04-08;1040.42;BA;RJ;CargaJá;Carreta;entregue;2
2025-03-13;2025-03-13;3116.17;ES;RS;FreteCerto;3/4;entregue;0
2025-02-25;2025-02-25;1870.2;SP;PR;LogMais;Carreta;entregue;0
2025-04-04;2025-04-06;1720.06;RS;MT;TransRápido;3/4;entregue;2
2025-04-12;2025-04-14;2235.77;PR;RJ;LogMais;Truck;entregue;2
2025-03-13;2025-03-13;1858.07;RS;PE;FreteCerto;Carreta;entregue;0
2025-04-14;2025-04-13;2372.01;SP;MS;LogMais;Truck;adiantada;-1
2025-04-07;2025-04-06;2698.26;MT;PR;TransRápido;3/4;adiantada;-1
2025-03-10;2025-03-09;2005.13;BA;PE;CargaJá;Truck;adiantada;-1
2025-04-19;2025-04-21;2654.22;MS;RJ;CargaJá;3/4;entregue;2
2025-03-23;2025-03-24;2732.54;MG;MT;TransRápido;3/4;entregue;1
2025-04-01;2025-04-02;3429.57;RJ;ES;TransRápido;VUC;entregue;1
2025-03-27;2025-03-27;3124.17;ES;RJ;FreteCerto;VUC;entregue;0
2025-02-25;2025-02-28;1354.86;PR;SP;LogMais;Carreta;entregue;3
2025-03-14;2025-03-16;2510.59;SC;RS;CargaJá;Truck;entregue;2
2025-04-13;2025-04-12;3434.12;PE;MS;CargaJá;Carreta;adiantada;-1
2025-04-16;2025-04-19;3416.78;MT;MS;LogMais;Carreta;entregue;3
2025-03-03;2025-03-03;1487.46;PR;PE;FreteCerto;Carreta;entregue;0
2025-03-21;2025-03-21;1653.35;SP;BA;LogMais;Carreta;entregue;0
2025-02-26;2025-02-26;1860.29;PE;SP;FreteCerto;3/4;entregue;0
2025-04-19;2025-04-21;2037.08;GO;MT;CargaJá;VUC;entregue;2
2025-04-02;2025-04-02;3629.66;BA;RS;LogMais;VUC;entregue;0
2025-02-28;2025-03-02;2260.94;ES;SC;LogMais;Carreta;entregue;2
2025-03-20;2025-03-19;3586.98;RJ;PR;LogMais;Truck;adiantada;-1
2025-04-21;2025-04-24;2633.48;PE;SP;LogMais;Truck;entregue;3
2025-03-19;2025-03-19;2572.91;MT;MS;TransRápido;VUC;entregue;0
2025-04-03;2025-04-03;2310.12;RJ;RS;FreteCerto;Carreta;entregue;0
2025-03-29;2025-03-29;1107.9;PE;MG;FreteCerto;3/4;entregue;0
2025-03-06;2025-03-06;3400.64;RJ;MG;FreteCerto;Carreta;entregue;0
2025-04-15;2025-04-15;1548.74;PR;MT;FreteCerto;VUC;entregue;0
2025-03-27;2025-03-29;1686.65;PE;MT;LogMais;Truck;entregue;2
2025-02-24;2025-02-27;3203.72;MS;RS;FreteCerto;VUC;entregue;3
2025-03-20;2025-03-22;1347.0;PR;RS;TransRápido;3/4;entregue;2
2025-03-04;2025-03-04;1390.15;SP;BA;FreteCerto;3/4;entregue;0
2025-03-01;2025-03-02;3856.82;RJ;PR;TransRápido;VUC;entregue;1
2025-03-03;2025-03-04;2908.01;RS;PE;LogMais;Truck;entregue;1
2025-03-29;2025-03-28;1768.01;SP;ES;TransRápido;Carreta;adiantada;-1
2025-04-08;2025-04-10;1145.67;MS;ES;FreteCerto;Carreta;entregue;2
2025-03-16;2025-03-16;2271.66;RJ;PR;TransRápido;VUC;entregue;0
2025-03-13;2025-03-13;1053.02;MT;ES;TransRápido;Truck;entregue;0
2025-03-24;2025-03-27;2989.88;RJ;BA;TransRápido;Truck;entregue;3
2025-03-26;2025-03-29;3130.89;GO;BA;LogMais;3/4;entregue;3
2025-04-24;2025-04-23;1134.24;MG;RS;TransRápido;VUC;adiantada;-1
2025-02-26;2025-02-26;1811.06;MS;RJ;CargaJá;3/4;entregue;0
2025-03-12;2025-03-11;943.04;MG;SC;LogMais;VUC;adiantada;-1
2025-03-20;2025-03-23;2883.66;SC;MT;TransRápido;Truck;entregue;3
2025-04-09;2025-04-08;1400.44;ES;MG;TransRápido;Truck;adiantada;-1
2025-04-22;2025-04-24;3144.86;SP;MS;TransRápido;Carreta;entregue;2
2025-04-10;2025-04-10;1084.29;RS;SC;TransRápido;VUC;entregue;0
2025-04-23;2025-04-22;2253.65;SC;RJ;FreteCerto;Truck;adiantada;-1
2025-03-02;2025-03-02;2697.93;RS;RJ;CargaJá;VUC;entregue;0
2025-03-22;2025-03-23;2007.35;MG;GO;CargaJá;VUC;entregue;1
2025-03-25;2025-03-28;1832.47;GO;MS;FreteCerto;Carreta;entregue;3
2025-04-14;2025-04-14;2107.67;MT;SC;CargaJá;Truck;entregue;0
2025-04-11;2025-04-11;3954.38;GO;MS;LogMais;VUC;entregue;0
2025-02-26;2025-02-25;2521.01;RS;MS;TransRápido;Carreta;adiantada;-1
2025-04-04;2025-04-04;865.21;RJ;ES;CargaJá;Truck;entregue;0
2025-04-02;2025-04-02;2662.73;SC;PR;FreteCerto;3/4;entregue;0
2025-03-05;2025-03-06;3516.03;RS;SP;TransRápido;Carreta;entregue;1
2025-02-27;2025-03-01;2554.11;MT;BA;TransRápido;3/4;entregue;2
2025-04-02;2025-04-04;2683.46;MS;SC;LogMais;3/4;entregue;2
2025-04-16;2025-04-18;3954.84;PE;PR;LogMais;VUC;entregue;2
2025-03-15;2025-03-15;1156.05;MT;ES;CargaJá;VUC;entregue;0
2025-02-27;2025-02-27;3337.34;RS;PR;TransRápido;Carreta;entregue;0
2025-03-19;2025-03-22;3858.43;RS;ES;CargaJá;Truck;entregue;3
2025-03-01;2025-02-28;3051.92;MT;SP;FreteCerto;Truck;adiantada;-1
2025-03-21;2025-03-21;1188.51;MS;PR;LogMais;Truck;entregue;0
2025-03-06;2025-03-06;3462.84;RJ;ES;LogMais;3/4;entregue;0
2025-04-05;2025-04-05;1274.96;PR;MT;LogMais;Truck;entregue;0
2025-03-16;2025-03-17;3420.52;SP;RS;CargaJá;3/4;entregue;1
2025-03-24;2025-03-24;3111.32;MS;RJ;LogMais;VUC;entregue;0
2025-04-23;2025-04-23;2474.06;MT;MS;CargaJá;Carreta;entregue;0
2025-04-17;2025-04-17;3293.74;MG;SP;TransRápido;Truck;entregue;0
2025-03-07;2025-03-08;2192.23;MS;GO;CargaJá;3/4;entregue;1
2025-03-04;2025-03-06;1976.66;GO;PR;CargaJá;VUC;entregue;2
2025-04-01;2025-04-01;1264.99;SP;ES;TransRápido;Truck;entregue;0
2025-04-17;2025-04-17;3372.34;GO;MS;TransRápido;Truck;entregue;0
2025-02-26;2025-02-25;1482.74;ES;MT;LogMais;3/4;adiantada;-1
2025-04-11;2025-04-10;1296.6;ES;SC;FreteCerto;3/4;adiantada;-1
2025-03-07;2025-03-07;2636.08;PE;SP;LogMais;Carreta;entregue;0
2025-03-28;2025-03-29;1328.54;PE;PR;LogMais;Truck;entregue;1
2025-03-09;2025-03-12;1521.74;RJ;GO;CargaJá;Carreta;entregue;3
2025-04-06;2025-04-07;1586.28;RJ;MG;TransRápido;Carreta;entregue;1
2025-03-26;2025-03-26;2023.38;SC;PE;LogMais;VUC;entregue;0
2025-04-09;2025-04-08;3840.49;ES;RS;TransRápido;Carreta;adiantada;-1
2025-03-19;2025-03-21;3360.52;SP;MT;LogMais;Carreta;entregue;2
2025-03-02;2025-03-02;3263.39;ES;MG;TransRápido;3/4;entregue;0
2025-03-22;2025-03-21;3462.51;RJ;RS;LogMais;Carreta;adiantada;-1
2025-03-30;2025-04-01;2833.11;PR;MG;FreteCerto;3/4;entregue;2
2025-04-19;2025-04-21;1801.59;ES;SC;TransRápido;VUC;entregue;2
2025-03-03;2025-03-05;2825.71;MG;RS;LogMais;Truck;entregue;2
2025-02-26;2025-02-27;3962.11;RS;MT;TransRápido;3/4;entregue;1
2025-03-16;2025-03-18;2482.99;ES;BA;FreteCerto;Carreta;entregue;2
2025-03-20;2025-03-20;2409.07;RS;MG;TransRápido;Truck;entregue;0
2025-04-05;2025-04-05;1210.41;SP;PR;LogMais;3/4;entregue;0
2025-04-02;2025-04-03;1150.8;PE;RJ;LogMais;Carreta;entregue;1
2025-04-05;2025-04-04;2118.7;MG;PE;FreteCerto;VUC;adiantada;-1
2025-04-13;2025-04-14;896.86;MG;MT;CargaJá;3/4;entregue;1
2025-03-14;2025-03-14;1022.57;GO;RJ;CargaJá;3/4;entregue;0
2025-03-24;2025-03-25;2527.63;SP;RS;FreteCerto;3/4;entregue;1
2025-04-06;2025-04-06;3035.23;RJ;GO;FreteCerto;VUC;entregue;0
2025-02-25;2025-02-28;3545.88;MT;SC;LogMais;3/4;entregue;3
2025-04-17;2025-04-16;3316.09;MG;SC;TransRápido;Carreta;adiantada;-1
2025-03-29;2025-03-28;2493.74;BA;MG;LogMais;VUC;adiantada;-1
2025-04-20;2025-04-21;3313.48;ES;PE;CargaJá;Truck;entregue;1
2025-03-08;2025-03-07;1292.06;BA;SC;FreteCerto;3/4;adiantada;-1
2025-02-26;2025-02-28;3382.89;MT;SP;FreteCerto;Truck;entregue;2
2025-03-18;2025-03-17;2137.32;MT;RS;LogMais;Carreta;adiantada;-1
2025-04-06;2025-04-06;2319.08;SP;RS;FreteCerto;Truck;entregue;0
2025-02-27;2025-03-01;3093.71;MT;BA;FreteCerto;3/4;entregue;2
2025-03-16;2025-03-15;1462.24;SC;MS;CargaJá;3/4;adiantada;-1
2025-03-21;2025-03-22;1176.39;ES;PE;LogMais;3/4;entregue;1
2025-04-07;2025-04-09;2420.03;PE;RS;TransRápido;Truck;entregue;2
2025-03-02;2025-03-02;3864.09;SP;MT;LogMais;Truck;entregue;0
2025-03-25;2025-03-27;1241.25;RS;SP;TransRápido;VUC;entregue;2
2025-04-07;2025-04-08;2201.23;GO;RJ;LogMais;Carreta;entregue;1
2025-03-11;2025-03-14;2412.55;BA;MG;TransRápido;3/4;entregue;3
2025-03-12;2025-03-12;1294.2;SC;MT;LogMais;Truck;entregue;0
2025-03-12;2025-03-15;2526.62;SP;MT;TransRápido;Truck;entregue;3
2025-03-29;2025-03-29;2589.78;SP;MS;CargaJá;Truck;entregue;0
2025-03-27;2025-03-29;935.26;GO;RJ;FreteCerto;VUC;entregue;2
2025-04-17;2025-04-20;3064.32;PE;BA;TransRápido;Truck;entregue;3
2025-04-18;2025-04-19;982.05;MG;BA;FreteCerto;3/4;entregue;1
2025-04-04;2025-04-04;1669.39;ES;PE;TransRápido;Carreta;entregue;0
2025-03-03;2025-03-03;3674.32;SP;RJ;TransRápido;3/4;entregue;0
2025-03-01;2025-02-28;1884.21;RJ;MT;TransRápido;Truck;adiantada;-1
2025-03-23;2025-03-23;2866.36;PE;RS;TransRápido;Carreta;entregue;0
2025-04-06;2025-04-06;2029.16;SP;MG;LogMais;Truck;entregue;0
2025-04-15;2025-04-14;3225.23;SC;GO;FreteCerto;Truck;adiantada;-1
2025-04-06;2025-04-07;3502.72;MT;BA;TransRápido;VUC;entregue;1
2025-03-28;2025-03-28;1799.95;RJ;BA;TransRápido;Truck;entregue;0
2025-04-07;2025-04-06;2516.55;PE;MG;CargaJá;Carreta;adiantada;-1
2025-04-08;2025-04-08;1698.78;ES;PE;CargaJá;VUC;entregue;0
2025-03-21;2025-03-24;1285.74;BA;SP;FreteCerto;Truck;entregue;3
2025-03-21;2025-03-21;3808.71;PE;GO;TransRápido;Carreta;entregue;0
2025-02-25;2025-02-25;2898.1;GO;RJ;LogMais;VUC;entregue;0
2025-04-21;2025-04-20;2045.2;ES;RJ;FreteCerto;Carreta;adiantada;-1
2025-04-12;2025-04-11;2281.09;MG;ES;TransRápido;3/4;adiantada;-1
2025-03-08;2025-03-11;2398.99;PE;BA;TransRápido;VUC;entregue;3
2025-04-12;2025-04-11;2654.21;MS;SC;FreteCerto;3/4;adiantada;-1
2025-04-05;2025-04-05;2374.46;SP;GO;CargaJá;3/4;entregue;0
2025-03-01;2025-03-01;1950.41;RJ;PR;TransRápido;3/4;entregue;0
2025-04-07;2025-04-07;3656.62;GO;SC;LogMais;3/4;entregue;0
2025-03-26;2025-03-27;1029.74;GO;SP;LogMais;Carreta;entregue;1
2025-02-26;2025-02-26;3105.88;MG;PR;LogMais;Truck;entregue;0
2025-04-22;2025-04-24;3811.53;RS;SP;TransRápido;3/4;entregue;2
2025-03-19;2025-03-19;3853.13;MT;MG;CargaJá;Truck;entregue;0
2025-03-22;2025-03-25;1438.21;MT;RJ;TransRápido;Truck;entregue;3
2025-04-02;2025-04-05;1724.54;ES;RJ;FreteCerto;3/4;entregue;3
2025-03-10;2025-03-13;1041.43;MG;SP;FreteCerto;Truck;entregue;3
2025-03-16;2025-03-16;2102.25;SC;BA;CargaJá;Carreta;entregue;0
2025-04-05;2025-04-07;2051.41;MG;SC;LogMais;3/4;entregue;2
2025-03-07;2025-03-09;2100.3;SC;MS;FreteCerto;VUC;entregue;2
2025-02-28;2025-03-03;2659.85;MT;MS;TransRápido;VUC;entregue;3
2025-04-15;2025-04-17;2183.94;MT;BA;LogMais;Carreta;entregue;2
2025-03-03;2025-03-03;3808.6;PR;MS;TransRápido;Truck;entregue;0
2025-04-06;2025-04-06;3427.2;GO;MT;FreteCerto;VUC;entregue;0
2025-03-25;2025-03-26;3650.74;PE;RJ;LogMais;3/4;entregue;1
2025-04-12;2025-04-12;3403.67;MS;RJ;LogMais;Carreta;entregue;0
2025-03-04;2025-03-06;3728.42;SP;BA;CargaJá;3/4;entregue;2
2025-02-25;2025-02-27;1581.52;MT;RS;TransRápido;Truck;entregue;2
2025-03-14;2025-03-17;1032.08;GO;ES;TransRápido;Carreta;entregue;3
2025-04-03;2025-04-03;1049.5;ES;RS;TransRápido;Carreta;entregue;0
2025-03-12;2025-03-14;2972.37;MT;PE;FreteCerto;VUC;entregue;2
2025-04-07;2025-04-07;2821.39;MG;GO;TransRápido;Carreta;entregue;0
2025-03-11;2025-03-11;1539.67;BA;MT;CargaJá;Truck;entregue;0
2025-03-10;2025-03-09;1982.13;RS;PE;LogMais;Truck;adiantada;-1
2025-02-24;2025-02-24;882.37;BA;GO;LogMais;Truck;entregue;0
2025-02-24;2025-02-24;3207.12;SP;PE;TransRápido;Truck;entregue;0
2025-04-20;2025-04-23;3439.67;MT;RS;TransRápido;Carreta;entregue;3
2025-03-11;2025-03-10;3096.2;SP;PR;CargaJá;3/4;adiantada;-1
2025-03-11;2025-03-11;3602.86;BA;RS;LogMais;Carreta;entregue;0
2025-03-22;2025-03-22;2863.26;MG;PE;LogMais;3/4;entregue;0
2025-03-02;2025-03-02;2050.75;MT;MS;CargaJá;3/4;entregue;0
2025-02-27;2025-03-01;1346.32;MS;ES;TransRápido;3/4;entregue;2
2025-04-19;2025-04-19;810.82;PR;SP;FreteCerto;VUC;entregue;0
2025-04-05;2025-04-05;2535.77;ES;SP;FreteCerto;Truck;entregue;0
2025-03-17;2025-03-17;1614.84;GO;RS;TransRápido;Truck;entregue;0
2025-04-22;2025-04-22;3845.18;SC;ES;CargaJá;Truck;entregue;0
2025-03-20;2025-03-23;2429.24;PR;RS;LogMais;VUC;entregue;3
2025-04-10;2025-04-11;1855.67;GO;ES;LogMais;3/4;entregue;1
2025-03-07;2025-03-07;3223.03;ES;MT;FreteCerto;Carreta;entregue;0
2025-03-04;2025-03-04;3837.57;ES;MG;TransRápido;VUC;entregue;0
2025-03-09;2025-03-09;2165.56;MS;SP;LogMais;Carreta;entregue;0
2025-03-18;2025-03-17;2587.73;MS;MT;TransRápido;Carreta;adiantada;-1
2025-04-14;2025-04-16;3791.38;RJ;PE;CargaJá;3/4;entregue;2
2025-04-24;2025-04-27;1097.54;RS;MT;FreteCerto;VUC;entregue;3
2025-03-03;2025-03-03;1165.14;SC;GO;CargaJá;3/4;entregue;0
2025-04-03;2025-04-06;832.36;SP;MG;FreteCerto;3/4;entregue;3
2025-03-26;2025-03-25;2330.14;SC;RJ;TransRápido;Truck;adiantada;-1
2025-04-16;2025-04-16;3970.06;MT;PE;LogMais;VUC;entregue;0
2025-04-20;2025-04-21;2588.52;PE;PR;TransRápido;VUC;entregue;1
2025-03-16;2025-03-16;3155.65;RJ;PE;CargaJá;3/4;entregue;0
2025-02-27;2025-03-02;3510.03;MS;SC;CargaJá;VUC;entregue;3
2025-03-22;2025-03-21;2565.87;BA;PR;LogMais;Carreta;adiantada;-1
2025-03-04;2025-03-04;2093.94;GO;PE;FreteCerto;Carreta;entregue;0
2025-03-03;2025-03-04;3055.72;MT;SP;FreteCerto;VUC;entregue;1
2025-04-18;2025-04-18;3137.4;SC;MT;LogMais;Carreta;entregue;0
2025-04-10;2025-04-09;3180.31;MS;PR;FreteCerto;3/4;adiantada;-1
2025-04-17;2025-04-18;3813.03;PE;GO;LogMais;Carreta;entregue;1
2025-04-17;2025-04-17;1074.09;GO;RJ;LogMais;VUC;entregue;0
2025-04-05;2025-04-08;1266.06;PE;PR;FreteCerto;Truck;entregue;3
2025-04-24;2025-04-25;2667.89;ES;RS;FreteCerto;3/4;entregue;1
2025-04-16;2025-04-19;2758.59;RJ;BA;FreteCerto;VUC;entregue;3
2025-03-11;2025-03-12;2403.77;GO;SP;CargaJá;3/4;entregue;1
2025-04-12;2025-04-12;1189.55;ES;RS;CargaJá;Truck;entregue;0
2025-04-06;2025-04-07;2521.67;RJ;BA;LogMais;Carreta;entregue;1
2025-03-24;2025-03-24;1466.98;MG;BA;LogMais;Truck;entregue;0
2025-03-30;2025-03-31;2585.19;BA;MS;CargaJá;Truck;entregue;1
2025-03-29;2025-03-31;2536.6;RJ;SC;CargaJá;3/4;entregue;2
2025-04-01;2025-04-01;1984.9;PE;SP;FreteCerto;3/4;entregue;0
2025-04-18;2025-04-17;2327.41;PE;BA;FreteCerto;3/4;adiantada;-1
2025-03-12;2025-03-12;988.35;MT;MS;LogMais;3/4;entregue;0
2025-03-08;2025-03-10;3135.64;SC;RJ;LogMais;3/4;entregue;2
2025-03-15;2025-03-17;3752.96;MG;BA;CargaJá;3/4;entregue;2
2025-04-16;2025-04-16;1755.76;MS;SP;TransRápido;Carreta;entregue;0
2025-03-07;2025-03-07;3458.52;GO;SP;LogMais;3/4;entregue;0
2025-03-02;2025-03-02;2718.65;PR;MT;CargaJá;Carreta;entregue;0
